paper_id,region,in_cohort,oa_id,file,doi,title,first_author,year,venue,citations,is_seed,grace_role,mission,paper_category,centre,release,filter,truncation,gia_model,c20,c30,geocenter,c20_c30,depletion_claim,regions_studied,n_quotes,n_quotes_verified,model,extraction_error,fulltext_reextract
60,central_valley,False,W1779719684,61,10.1016/j.asr.2015.08.034,"Analysis of systematic differences from GPS-measured and GRACE-modeled deformation in Central Valley, California",Weijie Tan,2015,Advances in Space Research,26,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,G350,unclear,unstated,replaced with SLR,unclear,Swenson et al. (2008),replaced with SLR/unclear,,"Central Valley, California",5,3,deepseek-chat,,
61,central_valley,False,W4412695734,65,10.1126/sciadv.adx0298,"Unprecedented continental drying, shrinking freshwater availability, and increasing land contributions to sea level rise",Hrishikesh A. Chandanpurkar,2025,Science Advances,26,no,uses-mascon-product,GRACE+GRACE-FO,mascon,JPL,RL06,mascon,unclear,unclear,unclear,unclear,unclear,unclear,unprecedented continental drying,Northern Canada and Alaska; Northern Russia; Southwestern North America and Central America; MENA and Pan-Eurasia; Northwest Sahara Aquifer System; Arabian Aquifer System; Caspian and Aral Seas; Tarim Basin; Indus Basin; Ganges-Brahmaputra Basin; North China Aquifer System; Myanmar; Thailand; Cambodia; Malaysia,3,1,deepseek-chat,,
62,central_valley,False,W3212212952,66,10.1016/j.geog.2021.10.003,GRACE-based estimates of groundwater variations over North America from 2002 to 2017,Hansheng Wang,2021,Geodesy and Geodynamics,26,no,processes-L2-SHM,GRACE,own-SHM,ITSG,RL06,G220,90,GNSS-derived GIA correction,replaced (SLR),unclear,restored (improved GRACE-OBP/Swenson method),replaced (SLR)/unclear,"GWS declining trends in Nevada, California, Arizona, and Texas",North America; Saskatchewan; Nevada; California; Arizona; Texas; Alberta; Montana; North Dakota; Minnesota; New Mexico; Oklahoma; Kansas; Colorado; Quebec; British Columbia,7,3,deepseek-chat,,
63,central_valley,False,W3009490961,17,10.1111/gwat.12995,Integrated Hydrologic Modeling to Untangle the Impacts of Water Management During Drought,L. M. Thatch,2020,Ground Water,24,no,uses-published-TWS,GRACE,downstream-use,"CSR, JPL, GFZ",RL05,gridded-gain factors,unclear,unclear,unclear,unclear,unclear,unclear,,San Joaquin River Basin,3,1,deepseek-chat,,
64,central_valley,False,W3005870091,59,10.3390/geosciences10020071,Cascading Dynamics of the Hydrologic Cycle in California Explored through Observations and Model Simulations,Elias Massoud,2020,Geosciences,21,no,uses-mascon-product,GRACE,mascon,JPL,RL05M.1,mascon,unclear,unclear,unclear,unclear,unclear,unclear,groundwater depletion of -46.60 km3 over 2003-2017,California,3,3,deepseek-chat,,
65,central_valley,False,W3119416817,24,10.1111/1752-1688.12898,"An Evaluation of Remotely Sensed and In Situ Data Sufficiency for SGMA‐Scale Groundwater Studies in the Central Valley, California",Kyra H. Kim,2021,JAWRA Journal of the American Water Resources Association,16,no,uses-published-TWS,GRACE+GRACE-FO,downstream-use,CSR,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,,"Central Valley, California",1,1,deepseek-chat,,
66,central_valley,False,W2897929979,44,10.1029/2018wr022723,"Hydrologic Observation, Model, and Theory Congruence on Evapotranspiration Variance: Diagnosis of Multiple Observations and Land Surface Models",Ruijie Zeng,2018,Water Resources Research,13,no,uses-published-TWS,GRACE,downstream-use,CSR,RL05,unclear,unclear,unclear,unclear,unclear,unclear,unclear,,contiguous United States; Central Valley; High Plains aquifers,2,2,deepseek-chat,,
67,central_valley,False,W4315795728,29,10.3390/rs15020449,Predicting Short-Term Deformation in the Central Valley Using Machine Learning,Joe Yazbeck,2023,Remote Sensing,12,no,uses-published-TWS,GRACE+GRACE-FO,downstream-use,JPL,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,steady decrease in groundwater storage,Central Valley; San Joaquin Valley; Madera,1,1,deepseek-chat,,
68,central_valley,False,W4281561206,45,10.21203/rs.3.rs-1614517/v1,Groundwater Depletion in California’s Central Valley Accelerates During Megadrought,Pang‐Wei Liu,2022,Research Square,11,no,uses-mascon-product,GRACE+GRACE-FO,mascon,JPL,RL06M Version 2,mascon,unclear,unclear,unclear,unclear,unclear,unclear,groundwater depletion rate of 2.41 km3/yr (2003–2021),California's Central Valley; Sacramento basin; San Joaquin basin; Tulare basin,3,3,deepseek-chat,,
69,central_valley,False,W3197087628,09,10.1029/2021jb021735,Adjoint‐Based Inversion of Geodetic Data for Sources of Deformation and Strain,J. Torquil Smith,2021,Journal of Geophysical Research Solid Earth,4,no,does-not-use-grace,unclear,non-GRACE,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,average aquifer volume loss of 2.17 km3/year over 2016-2018,Tulare Basin; Central Valley,0,0,deepseek-chat,,
70,central_valley,False,W4407430708,60,10.1016/j.envsoft.2025.106368,Groundwater storage loss in the central valley analysis using a novel method based on in situ data compared to GRACE-derived data,M. L. Stevens,2025,Environmental Modelling & Software,4,no,uses-published-TWS,GRACE+GRACE-FO,downstream-use,JPL,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,groundwater storage loss in the Central Valley,California Central Valley,1,1,deepseek-chat,,
71,central_valley,False,W2011658792,08,10.1029/2011eo120015,Research Spotlight: Groundwater is being depleted rapidly in California's Central Valley,Ernie Tretkoff,2011,Eos,0,no,uses-published-TWS,GRACE,downstream-use,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,"groundwater depletion in the Central Valley at a rate of about 30 mm/year equivalent water height, total 30 km³ over 78 months, two thirds from groundwater",California's Central Valley; Sacramento and San Joaquin river basins,0,0,deepseek-chat,,
72,central_valley,False,W2535799428,11,,A multifaceted exploration of hydrologic drought using GRACE satellite observations and computer modeling,Alys Caitlyn Thomas,2014,eScholarship (California Digital Library),0,no,uses-published-TWS,GRACE,downstream-use,CSR,RL05,unclear,unclear,Chambers et al. 2010,unclear,unclear,unclear,unclear,,Amazon; Zambezi; Texas; Southeastern United States; California's Central Valley; Southwest; Northern Plains; Southern Plains; Southeast,3,3,deepseek-chat,,
73,central_valley,False,W846450479,20,,"A Comparison of Groundwater Storage Using GRACE Data, Groundwater Levels, and a Hydrological Model in Californias Central Valley",Amber Jean Kuss,2011,AGU Fall Meeting Abstracts,0,no,uses-published-TWS,GRACE,downstream-use,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,,Central Valley aquifer; Sacramento River Basin; San Joaquin River Basin; Tulare Lake Basin,0,0,deepseek-chat,,
74,central_valley,False,W2809886065,28,,"Science-based approaches to water resources management: Studies in remote sensing, groundwater and California's Central Valley",Michelle E. Miro,2017,eScholarship (California Digital Library),0,no,uses-published-TWS,GRACE,downstream-use,CSR,RL05,unclear,unclear,unclear,unclear,unclear,unclear,unclear,the Central Valley lost 20.3 km3 of groundwater between 2003 and 2010,California's Central Valley; San Joaquin Valley; South San Joaquin Irrigation District,2,2,deepseek-chat,,
75,central_valley,False,W7154723010,39,10.22541/essoar.15002172/v1,Using NASA Satellite Gravity Measurements to Detect Critical Groundwater Depletion Two Months Before Physical Well Networks,Jayden Nam,2026,,0,no,uses-mascon-product,GRACE+GRACE-FO,mascon,JPL,RL06.3,mascon,unclear,unclear,unclear,unclear,unclear,unclear,annual mean depth to water increased from 136 feet in 2002 to 245 feet in 2016,California Central Valley,3,3,deepseek-chat,,
76,central_valley,False,W4416124466,49,10.3390/rs17223683,Enhanced Detection of Drought Events in California’s Central Valley Basin Using Rauch–Tung–Striebel Smoothed GRACE Level-2 Data: Mechanistic Insights from Climate–Hydrology Interactions,Yong Feng,2025,Remote Sensing,0,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,multiple: SS-DDK (primary); DDK3 and DDK4 (comparators),unclear,ICE-6G_D,replaced with SLR,unclear,estimated from combined GRACE and ocean model,replaced with SLR/unclear,"two prolonged droughts (2008, 2013) caused ≈91.45 km3 groundwater loss",California's Central Valley basin,6,4,deepseek-chat,,
77,central_valley,False,W4387331732,53,10.1007/978-3-031-26588-4_40,Groundwater Monitoring with GRACE,A. J. Purdy,2023,,0,no,uses-mascon-product,GRACE+GRACE-FO,mascon,JPL-M,unclear,mascon,unclear,unclear,unclear,unclear,unclear,unclear,"During the 2012-2016 drought, CA lost ~20 km3 in groundwater",California's Central Valley,2,2,deepseek-chat,,
78,central_valley,False,W2800075117,64,,Assessing characterization of large-scale groundwater quality with remote sensing,Aimée Gibbons,2016,eScholarship (California Digital Library),0,no,uses-published-TWS,GRACE,downstream-use,CSR,RL05,G300,unclear,unclear,unclear,unclear,unclear,unclear,,Central Valley; High Plains,3,1,deepseek-chat,,
79,central_valley,True,W3013109293,W3013109293,,Untangling water management and groundwater extraction signals in the California Central Valley: an integrated hydrologic model and remote sensing synthesis approach,L. M. Thatch,2017,Digital Collections of Colorado (Colorado State University),0,no,uses-mascon-product,GRACE,mascon,"CSR, JPL, GFZ",,mascon,,,,,,unclear/unclear,groundwater levels in California’s San Joaquin Valley have dropped more than 30 meters in some areas,San Joaquin Basin; California Central Valley,2,1,deepseek-chat (full-text 2026 round2),,yes
80,central_valley,True,W7149637957,W7149637957,10.5281/zenodo.19412339,HCTGS v3.0: California Central Valley Application — Spine-and-Rib Gravity Cascade for Sierra Nevada Water-Energy-Flood Infrastructure,Ilir Mehmetaj,2026,Zenodo (CERN European Organization for Nuclear Research),0,no,does-not-use-grace,unclear,non-GRACE,,,,,,,,,unclear/unclear,,California Central Valley,0,0,deepseek-chat (full-text 2026 round2),,yes
82,expansion-untagged,False,W3103886274,,10.26480/bdwre.01.2020.10.15,,,,,,,uses-published-TWS,GRACE,downstream-use,CSR,RL05,,,,,,,unclear/unclear,net loss in groundwater storage is at mean rate of 85.01 mm per year,Indus Basin,2,2,deepseek-chat (full-text 2026 round2),,yes
86,expansion-untagged,False,W4415017431,,10.3389/fenvs.2025.1672694,,,,,,,does-not-use-grace,unclear,non-GRACE,,,,,,,,,unclear/unclear,,,0,0,deepseek-chat (full-text 2026 round2),,yes
87,guarani,True,W1977248758,,10.1029/2010jd014689,Recent La Plata basin drought conditions observed by satellite gravimetry,Jianli Chen,2010,Journal of Geophysical Research Atmospheres,115,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL04,P4M6 + G300,60,,,,,unclear/unclear,average TWS deficit of ∼12 cm below the 7 year mean,La Plata basin; lower La Plata basin,4,3,deepseek-chat (full-text 2026),,yes
88,guarani,True,W4403197791,,10.1080/02626667.2024.2412741,Remote sensing to quantify potential aquifer recharge as a complementary tool for groundwater monitoring,Lucas Vituri Santarosa,2024,Hydrological Sciences Journal,9,no,uses-published-TWS,GRACE,downstream-use,,,,,,,,,unclear/unclear,,Guarani Aquifer System (GAS); Bauru Aquifer System (BAS),0,0,deepseek-chat (full-text 2026 round2),,yes
89,guarani,True,W2550561869,,10.13168/agg.2016.0035,Comparison of seasonal hydrologic variations in the La Plata basin from GRACE monthly solutions with in situ gauge water level data,Annamária Kiss,2016,Acta Geodynamica et Geomaterialia,7,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,G300+Swenson-Wahr destripe,60,,,,,unclear/unclear,,La Plata basin,4,4,deepseek-chat (full-text 2026),,yes
90,guarani,True,W4311604965,,10.5194/egusphere-2022-1032,Detection of slow changes in terrestrial water storage with GRACE and GRACE-FO satellite gravity missions,Julia Pfeffer,2022,,5,no,processes-L2-SHM,GRACE+GRACE-FO,own-SHM,multiple,RL06,diffusive filter with Daley length scales of 200 and 300 km,60,ICE6G-D,"replaced (Loomis et al., 2019b)",,"Sun et al., 2016","replaced (Loomis et al., 2019b)/unclear",,Amazon; Sao Francisco; Parana; Congo; Zambezi; Okavango; Orinoco; North Australia; Ogallala aquifer; North of India; North of the Black Sea; Central Amazon Corridor; Upper Sao Francisco; Zambezi-Okavango; Congo River; North Australia; Central USA: Ogallala aquifer; North of India; North of the Black Sea,7,3,deepseek-chat (full-text 2026),,yes
91,guarani,True,W3161990299,,10.1590/2317-4889202120200079,Water level alterations on the southern rim of the Guarani Aquifer due to the rain regime,Vanessa da Conceição Osório,2021,Brazilian Journal of Geology,3,no,processes-L2-SHM,GRACE,own-SHM,GFZ,,,70,,,,,unclear/unclear,positive recharge on the order of 1.5 cm per year,Guarani Aquifer System; southern rim of the Guarani Aquifer System,2,2,deepseek-chat (full-text 2026),,yes
92,guarani,True,W2075860953,,10.1590/s0102-261x2007000400010,Utilização dos dados do GRACE para caracterização da variabilidade das massas de água do aqüífero Guarani,Everton Pereira Bomfim,2007,Brazilian Journal of Geophysics,0,no,processes-L2-SHM,GRACE,own-SHM,GFZ,,,multiple: 120 and 150,,,,,unclear/unclear,,Guarani aquifer,2,2,deepseek-chat (full-text 2026),,yes
93,guarani;canning,True,W2252422502,,,Using GRACE to detect Groundwater Storage variations: the cases of Canning Basin and Guarani Aquifer System,Simon Munier,2012,HAL (Le Centre pour la Communication Scientifique Directe),17,no,uses-published-TWS,GRACE,downstream-use,GRGS,release 2,none,50,,,,,unclear/unclear,groundwater depletion at a rate of 8 km3/year in the southern part of Guarani Aquifer System; groundwater depletion at a rate of about 11 km3/year in Canning Basin,Canning Basin; Guarani Aquifer System,4,4,deepseek-chat (full-text 2026 round2),,yes
94,high_plains,True,W2117934747,01,10.1073/pnas.1200311109,Groundwater depletion and sustainability of irrigation in the US High Plains and Central Valley,Bridget R. Scanlon,2012,Proceedings of the National Academy of Sciences,1357,yes,uses-published-TWS,GRACE,downstream-use,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,groundwater depletion of ~330 km3 in the High Plains and ~80 km3 in the Central Valley (1962-2003),High Plains aquifer; Central Valley aquifer,0,0,deepseek-chat,,
95,high_plains,True,W2091232816,34,10.1002/2013wr014581,"Uncertainty in evapotranspiration from land surface modeling, remote sensing, and GRACE satellites",Di Long,2014,Water Resources Research,577,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,unclear,unclear,unclear,unclear,unclear,unclear,unclear,,"East (Red, Trinity, Sabine, Neches River basins); Middle (Brazos, Colorado, Guadalupe, San Antonio, Lavaca River basins); West (Rio Grande and Nueces River basins)",2,1,deepseek-chat,,
96,high_plains,True,W1731032083,35,10.1002/grl.50655,GRACE satellite monitoring of large depletion in water storage in response to the 2011 drought in Texas,Di Long,2013,Geophysical Research Letters,394,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,G300,"multiple: 60 (CSR), 50 (GRGS)",unclear,unclear,unclear,unclear,unclear,62.3 ± 17.7 km3,Texas,2,2,deepseek-chat,,
97,high_plains,True,W1937808031,02,10.1029/2009wr008564,"GRACE Hydrological estimates for small basins: Evaluating processing approaches on the High Plains Aquifer, USA",Laurent Longuevergne,2010,Water Resources Research,345,yes,processes-L2-SHM,GRACE,own-SHM,"CSR, GRGS","RL04, RL01",modified Swenson-Wahr destriping + cosine taper (degrees 30-50),60,unclear,unclear,unclear,unclear,unclear,,High Plains Aquifer,4,1,deepseek-chat,,
98,high_plains,True,W2803686615,20,10.3390/rs10060829,Monitoring Groundwater Storage Changes Using the Gravity Recovery and Climate Experiment (GRACE) Satellite Mission: A Review,Frédéric Frappart,2018,Remote Sensing,316,no,review-or-perspective,GRACE,review,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,,Middle East; northwest India aquifer; North China Plain aquifer; Murray-Darling Basin; High Plains aquifer; California Central Valley aquifer; Northwestern Sahara Aquifer System; Nubian Sandstone Aquifer System; Tigris and Euphrates River Basin; Northern India; North China; Hai River; Piedmont Plain; East Central Plain; Canning; Sacramento and San Joaquin River Basins; Colorado River Basin,0,0,deepseek-chat,,
99,high_plains,True,W1978536336,13,10.1016/s0022-1694(02)00060-4,"The potential for satellite-based monitoring of groundwater storage changes using GRACE: the High Plains aquifer, Central US",Matthew Rodell,2002,Journal of Hydrology,291,no,does-not-use-grace,GRACE,non-GRACE,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,annual groundwater storage change of about 6.7 mm,High Plains aquifer,0,0,deepseek-chat,,
100,high_plains,True,W2061770662,03,10.1029/2007gl030139,Comparison of seasonal terrestrial water storage variations from GRACE with groundwater‐level measurements from the High Plains Aquifer (USA),Gil Strassberg,2007,Geophysical Research Letters,230,yes,processes-L2-SHM,GRACE,own-SHM,multiple,unclear,G400,unclear,unclear,unclear,unclear,unclear,unclear,,High Plains Aquifer (USA),2,2,deepseek-chat,,
101,high_plains,True,W2126909543,04,10.1029/2008wr006892,"Evaluation of groundwater storage monitoring with the GRACE satellite: Case study of the High Plains aquifer, central United States",Gil Strassberg,2009,Water Resources Research,219,yes,processes-L2-SHM,GRACE,own-SHM,CSR,RL04,G500,60,Paulson_2007,replaced with SLR,unclear,restored (Swenson et al. 2008),replaced with SLR/unclear,,High Plains aquifer,7,6,deepseek-chat,,
